tablescraper-selected-row,tablescraper-selected-row href,grey
Only by giving our life do we conquer evil. This is what Don Pino Puglisi teaches: he lived to spread goodness.,https://twitter.com/Pontifex/status/1040933253631365120,"Sep 15, 2018"
"In the suffering that ecclesial wounds cause us, we embrace the Cross of Christ, because evil can only be opposed with love.",https://twitter.com/Pontifex/status/1040593510968176641,"Sep 14, 2018"
Today the Church invites us to contemplate the Cross of Our Lord. Contemplating the Cross for us Christians means contemplating both a sign of defeat and a sign of victory. #SantaMarta,https://twitter.com/Pontifex/status/1040518079124529152,"Sep 14, 2018"
"When I am merciful, I am a true child of the Father, because the Father is merciful. #SantaMarta",https://twitter.com/Pontifex/status/1040179840891199488,"Sep 13, 2018"
Mary our Mother knows the joys and difficulties that we experience along our journey.,https://twitter.com/Pontifex/status/1039838535048749057,"Sep 12, 2018"
Jesus came down on earth so that we could go up to heaven: this is the mystery of the Cross.,https://twitter.com/Pontifex/status/1039476147199922176,"Sep 11, 2018"
Let us involve ourselves in our relationship of love with Jesus and we will be able to perform good works that have the fragrance of the Gospel.,https://twitter.com/Pontifex/status/1039113760517120000,"Sep 10, 2018"
God never goes back on His love!,https://twitter.com/Pontifex/status/1038751372378873856,"Sep 09, 2018"
May the Virgin Mary help us abandon ourselves with joy to God’s plan for our lives.,https://twitter.com/Pontifex/status/1038388981895847941,"Sep 08, 2018"
"Without the right to education there is no real freedom, which allows every person to be the protagonist of their own destiny!",https://twitter.com/Pontifex/status/1038026596555403265,"Sep 07, 2018"
"Remember the more you give yourselves to others, the more you will receive and be happy!",https://twitter.com/Pontifex/status/1037664206420697089,"Sep 06, 2018"
"Carry peace with you to give it to others with your life, with a smile, with works of charity. Saint Mother Teresa, pray for us!",https://twitter.com/Pontifex/status/1037271622619725824,"Sep 05, 2018"
Faith helps us grasp the meaning of life: God is with us and loves us infinitely.,https://twitter.com/Pontifex/status/1036939434258784256,"Sep 04, 2018"
True peace is a gift of God that springs from healed and reconciled hearts and reaches out to embrace the entire world.,https://twitter.com/Pontifex/status/1036577044522364928,"Sep 03, 2018"
May God's love become more and more the force that guides and directs our freedom.,https://twitter.com/Pontifex/status/1036214660503154688,"Sep 02, 2018"
"May the Lord strengthen our efforts to care for our common home, and especially for water, a basic good that must be protected and made available to everyone.",https://twitter.com/Pontifex/status/1035837168789254144,"Sep 01, 2018"
"The love of Christ, welcomed with an open heart, changes us, transforms us, and makes us able to love.",https://twitter.com/Pontifex/status/1035489880808345600,"Aug 31, 2018"
"We Christians do not have a product to sell, we communicate Life.",https://twitter.com/Pontifex/status/1035187191415222272,"Aug 30, 2018"
To pray is the first missionary task of every Christian. It is also the most effective.,https://twitter.com/Pontifex/status/1034765107983605760,"Aug 29, 2018"
"If the Lord has gifted you with riches, it is in order to do lots of good things for others in His name.",https://twitter.com/Pontifex/status/1034402716221562880,"Aug 28, 2018"
"Dear Mothers, be like Saint Monica and never give up. Pray unceasingly for your children.",https://twitter.com/Pontifex/status/1034040327630274560,"Aug 27, 2018"
"May God’s blessing come down upon all your families, so that they may be places of love and forgiveness.",https://twitter.com/Pontifex/status/1033776089741631488,"Aug 26, 2018"
I ask our Blessed Mother to intercede for the healing of the survivors of abuse and to confirm every member of our Christian family in the resolve never again to permit these situations to occur.,https://twitter.com/Pontifex/status/1033677940259606535,"Aug 26, 2018"
"Is there anything precious that endures at all? Even love itself? Love is God’s dream for us and for the whole human family. Please, never forget this!",https://twitter.com/Pontifex/status/1033391052215017472,"Aug 25, 2018"
Our world needs a revolution of love!  Let that revolution begin with you and your families!,https://twitter.com/Pontifex/status/1033383507823878146,"Aug 25, 2018"
The #Family is an icon of God: the bond between a man and a woman generates life and communion.,https://twitter.com/Pontifex/status/1032953169557553152,"Aug 24, 2018"
The #Family is the cradle of life and the school of love and acceptance. It is a window thrown open to the mystery of God.,https://twitter.com/Pontifex/status/1032590779951271936,"Aug 23, 2018"
We must protect the #Family. Our future depends on it.,https://twitter.com/Pontifex/status/1032228389812285440,"Aug 22, 2018"
The #Family is where hope is forged.,https://twitter.com/Pontifex/status/1031866003179941889,"Aug 21, 2018"
"Today the World Meeting of #Families begins in Dublin. Let us join in prayer with all the families of the world, especially those in difficulty. @WMOF2018 @LaityFamilyLife",https://twitter.com/Pontifex/status/1031782956233195521,"Aug 21, 2018"
May the Holy Spirit grant us the grace of conversion and the interior anointing needed to express before crimes of abuse our compunction and our resolve courageously to combat them.,https://twitter.com/Pontifex/status/1031533813795450880,"Aug 20, 2018"
"The Eucharist, Jesus the Bread of Life, is the beating heart of the Church and renews in us the impulse to love.",https://twitter.com/Pontifex/status/1031141226400161792,"Aug 19, 2018"
Love overcomes all difficulties. Love gives us the strength to carry on.,https://twitter.com/Pontifex/status/1030778837687304192,"Aug 18, 2018"
"By embracing God’s love, we change the world and transform history.",https://twitter.com/Pontifex/status/1030416450882883584,"Aug 17, 2018"
Faith is nourished by memory: how many wonderful things God has done for us! How generous is our heavenly Father!,https://twitter.com/Pontifex/status/1030054061666533379,"Aug 16, 2018"
"Mary, Mother of tenderness who is always near, teach us how to live and have faith.",https://twitter.com/Pontifex/status/1029691676044877824,"Aug 15, 2018"
"Still today there are so many martyrs, so many who are persecuted for the love of Christ. They are the real strength of the Church!",https://twitter.com/Pontifex/status/1029329287562887168,"Aug 14, 2018"
"Thanks to the gift of the Eucharist, our lives too become “bread broken” for our brothers and sisters.",https://twitter.com/Pontifex/status/1028604511202549760,"Aug 12, 2018"
"In silence we learn to contemplate God’s works, which surpass all our imagination.",https://twitter.com/Pontifex/status/1028242123664052224,"Aug 11, 2018"
When we place ourselves at the service of our most vulnerable brothers and sisters we experience the joy of unconditional love.,https://twitter.com/Pontifex/status/1027879734187905024,"Aug 10, 2018"
The Kingdom of God grows in a mysterious and surprising way throughout the world with the power of a tiny seed.,https://twitter.com/Pontifex/status/1027517348440416256,"Aug 09, 2018"
Evil tries to convince us that death is the end of everything. But the Risen Christ reveals a new dimension of eternal life!,https://twitter.com/Pontifex/status/1027154961266876416,"Aug 08, 2018"
Jesus reveals the love-filled face of God.,https://twitter.com/Pontifex/status/1026792571438166016,"Aug 07, 2018"
The disciples’ experience on Mount Tabor is an invitation to us to abandon worldly things and to contemplate Jesus.,https://twitter.com/Pontifex/status/1026430185116192770,"Aug 06, 2018"
The Eucharist is our “reservation” for Heaven: Jesus leads us on our journey towards eternal life.,https://twitter.com/Pontifex/status/1026067794725662722,"Aug 05, 2018"
Support your priests with friendship and affection.,https://twitter.com/Pontifex/status/1025705407887630336,"Aug 04, 2018"
"More than anything else, the life of a Christian is a grateful response to a generous Father.",https://twitter.com/Pontifex/status/1025343019908620288,"Aug 03, 2018"
"Charity is the most effective form of witness, because in it people see the love of God.",https://twitter.com/Pontifex/status/1024980631439040513,"Aug 02, 2018"
"Every Church member has a responsibility to become holy, by taking care of others.",https://twitter.com/Pontifex/status/1024618244815118336,"Aug 01, 2018"
"Before helping others, we need to have a personal encounter with God: we need time to pray and to listen to His Word.",https://twitter.com/Pontifex/status/1024255855816990722,"Jul 31, 2018"
"Hear the cry of our many brothers and sisters who are criminally trafficked and exploited. They are not merchandise. They are human beings, and they must be treated as such. #EndHumanTrafficking @M_RSection",https://twitter.com/Pontifex/status/1023863270728454144,"Jul 30, 2018"
"Holiness is not only about the spirit: it is also the feet that take us to our brothers and sisters, and the hands that allow us to help them.",https://twitter.com/Pontifex/status/1023531079490199553,"Jul 29, 2018"
"Grandparents are a treasure in the family. Please, take care of your grandparents: love them and let them talk to your children!",https://twitter.com/Pontifex/status/1022443918389125120,"Jul 26, 2018"
"Prayer is never in vain: it always brings forth something new that, sooner or later, bears fruit.",https://twitter.com/Pontifex/status/1021719140086636544,"Jul 24, 2018"
"God wants us to call Him Father, with the trust of children who abandon themselves in the arms of the One who gave them life.",https://twitter.com/Pontifex/status/1020994365248933888,"Jul 22, 2018"
Jesus invites us to build the civilization of love together in the situations we are called to live every day.,https://twitter.com/Pontifex/status/1019544815325900801,"Jul 18, 2018"
